 Supply Air Temperature, Supply Air Temperature Heating Set Point, Supply Air Temperature Cooling Set Point, Outdoor Air Temperature, Mixed Air Temperature, Return Air Temperature, Outdoor Air Damper Control Signal  , Return Air Damper Control Signal, Exhaust Air Damper Control Signal    , Cooling Coil Valve Control Signal, Heating Coil Valve Control Signal,fault type
59.8,50.0,62.0,67.82,66.88,68.52,1.0,0.0,0.5,0.23772945,0.0,Normal
64.0,50.0,64.17,69.27,66.87,68.23,1.0,0.23115557,0.38442223,0.0,0.0,Normal
66.75,50.0,63.96,70.38,68.33,68.27,1.0,0.0,0.5,0.322328487,0.0,Normal
69.49,55.0,86.0,62.74,68.59,70.42,0.15,1.0,0.0,0.0,0.0,Normal
67.1,50.0,63.31,69.53,68.0,68.52,1.0,0.0,0.5,0.72850372,0.0,Normal
70.34,50.0,72.7,65.9,70.32,71.23,0.65619781,1.0,0.0,0.0,0.0,Normal
69.63,50.0,70.42,64.54,67.74,70.94,1.0,0.44265591,0.27867205,0.0,0.0,Normal
70.19,69.69,86.0,61.44,68.09,70.27,0.15,1.0,0.0,0.0,0.23552168,Normal
75.97,75.25,86.0,60.32,69.58,73.08,0.15,1.0,0.0,0.0,0.167548926,Normal
71.79,50.0,80.41,65.62,71.29,72.72,0.15,1.0,0.0,0.0,0.0,Normal
66.23,50.0,65.97,66.62,64.82,69.65,1.0,0.023417236,0.488291393,0.034481521,0.0,Normal
69.37,59.96,86.0,62.57,68.61,70.16,0.15,1.0,0.0,0.0,0.0,Normal
62.27,50.0,63.4,68.01,65.94,69.74,1.0,0.000202634,0.499898683,0.307876371,0.0,Normal
58.43,50.0,59.65,67.82,65.68,68.66,1.0,0.0,0.5,0.12003928,0.0,Normal
65.94,50.0,64.4,71.18,69.48,68.81,1.0,0.0,0.5,0.5328717,0.0,Normal
70.23,50.0,72.08,65.9,70.04,71.2,0.969339138,0.979202151,0.010398918,0.0,0.0,Normal
66.34,50.0,63.92,71.18,68.13,68.91,1.0,0.0,0.5,0.248481038,0.0,Normal
58.71,50.0,62.31,68.68,66.94,68.52,1.0,0.13425288,0.43287357,0.0,0.0,Normal
70.28,70.08,86.0,60.96,68.36,70.41,0.15,1.0,0.0,0.0,0.26331177,Normal
62.98,50.0,61.77,67.63,66.48,70.27,1.0,0.0,0.5,0.198009443,0.0,Normal
72.03,50.0,79.17,66.7,71.66,72.89,0.15,1.0,0.0,0.0,0.0,Normal
70.79,50.0,86.0,64.93,70.25,71.73,0.15,1.0,0.0,0.0,0.0,Normal
70.2,50.0,71.5,65.61,69.5,71.17,1.0,0.886586603,0.055755675,0.0,0.0,Normal
75.12,77.93,86.0,59.74,68.65,71.94,0.15,1.0,0.0,0.0,0.53274715,Normal
58.25,50.0,62.39,70.38,67.45,68.47,1.0,0.0,0.5,0.07839942,0.0,Normal
72.27,50.0,76.34,66.7,71.81,73.18,0.15,1.0,0.0,0.0,0.0,Normal
